Source,Target
FERDPO-2,BJEAIA
FUNRAD,BJEAIA
NAGJAT,BJEAIA
MAIWAS,BJEAIA
VANHDR-5,BJEAIA
HEROTE-3,BJEAIA
GENFPT-2,BJEAIA
FUNAAI,BJEAIA
GRORCT-3,BJEAIA
FEREOA-4,BJEAIA
GENBFR,BJEAIA
FUNTDO-2,BJEAIA
WITPPO-4,BJEAIA
WILSAA-19,BJEAIA
NAGREA-2,BJEAIA
MCCEEA-11,BJEAIA
KEMRSO,BJEAIA
HOLALI-3,BJEAIA
BAKEUO,BJEAIA
MIJJUO,KHLIR
OIMTRG,KHLIR
MCCAMQ-2,KHLIR
VELRFM,KHLIR
KNIAIA,KHLIR
KEMIAI,KHLIR
OIMCTT,KHLIR
TAYIEA,KHLIR
HIMRAT-2,KHLIR
SARER-3,KHLIR
NOLDWI-2,TUREEA-4
TURRAB-2,TUREEA-4
FRARTM-6,TUREEA-4
MATDFB,TUREEA-4
NAVELA,TUREEA-4
NAVELA-2,TUREEA-4
HAWAGC,TUREEA-4
BUCTOY,TUREEA-4
GARFVS,PAUMAP-3
ASHGPA,PAUMAP-3
TAODCC,PAUMAP-3
SEBAOS,PAUMAP-3
SCHAGG-3,PAUMAP-3
SCHAGG-4,PAUMAP-3
HOFCMA,PAUMAP-3
ZHAAAR,PAUMAP-3
WEITEO-36,PAUMAP-3
LINDOS-4,PAUMAP-3
BADTEA-2,CIVSET
HENFFA-5,CIVSET
PFIGPF,CIVSET
LEUTTC-2,CIVSET
KVLMSO,CIVSET
CHICFH,CIVSET
CASWHA,CIVSET
DERAAG-2,MCSDLG
SIDTGM-2,MCSDLG
SAETTO,MCSDLG
STAGFA-4,MCSDLG
MCSTCO,MCSDLG
GENGQA,MCSDLG
SETMIB,MCSDLG
TAYED,MCSDLG
MERDAT,MCSDLG
BLIMG,MCSDLG
KOVTIN,MCSDLG
KOVTOS,MCSDLG
ROMLFN,MCSDLG
STESSI-4,MCSDLG
GENFEA,MCSDLG
PEEEAA-6,HOWFFF
CARDAD-15,HOWFFF
FANTKO,HOWFFF
ACHTSO-3,HOWFFF
MATBIT-2,HOWFFF
MASDOE,HOWFFF
ACHIDO-2,HOWFFF
PRAOIO,MENPCP
MENIAR,MENPCP
PERCLO,MENPCP
BOUIIA,MENPCP
GMEDFT,MENPCP
MORPTA-11,MENPCP
BOOTRO-12,MASTKO-2
MASPM-2,MASTKO-2
ENGTRU,MASTKO-2
KOSKOM,MASTKO-2
AYDTPO-4,MASTKO-2
SPARIA-4,MASTKO-2
TANTEC-3,MASTKO-2
DEBUNM,MASTKO-2
HIRMII-3,MASTKO-2
BOKTTT,MASTKO-2
KNUEAA,MASTKO-2
SJLESE,MASTKO-2
KOSUTE,MASTKO-2
GRNITT,MASTKO-2
MTTCEE,MASTKO-2
SJLUWE,MASTKO-2
POTPAT,MASTKO-2
MASPOB,MASTKO-2
ZEDSEA,MASTKO-2
JACEMA-3,MASTKO-2
SJLTEO,MASTKO-2
BICNMP,MASTKO-2
FISEMA-5,MASTKO-2
SCHMME-5,MASTKO-2
SCHCSA-45,MASTKO-2
KEPLTF,KEPCAC
MASRAT-5,KEPCAC
KEPBBF,KEPCAC
LANLGP,KEPCAC
GOOBAM-2,KEPCAC
PETTMO-23,KEPCAC
FRMSDI,FRMACG
PERMCA-9,FRMACG
SCHSAT-80,FRMACG
KOEPFT,FRMACG
FONTAT-2,FRMACG
WARWCA,FRMACG
FRMTFI,FRMACG
FRMDAC,FRMACG
POSEOQ,FLOHTD
CUGFOA,FLOHTD
FORAPS-3,FLOHTD
KOPTEO-2,FLOHTD
STEAAF-9,FLOHTD
UMBTRO,FLOHTD
MONIAP-5,FLOHTD
SAKPVI,FLOHTD
CAPDAN,FLOHTD
NORAUG,FLOHTD
COWAFS,FLOHTD
HEREAI-2,FLOHTD
DEAAIR,FLOHTD
TOLAAA-4,FLOHTD
TSATEO-5,FLOHTD
POETPP,FLOHTD
UMBECV,FLOHTD
FARNFC,FLOHTD
BLAJIB,FLOHTD
ROBAII-4,FLOHTD
ZGEAFT,FLOHTD
MLLBII-4,FLOHTD
FOFIIA,FLOHTD
IVATEO-4,FLOHTD
TADEPF,FLOHTD
HERLAI-4,FLOHTD
AGGITT-2,FLOHTD
BONITF,FLOHTD
STYAAA,FLOHTD
CORAPA-9,FLOHTD
TOLAAA-5,FLOHTD
TSATEO-6,FLOHTD
VANWSI-2,FLOHTD
SHAERO-3,FLOHTD
SAPPRF-2,FLOHTD
PAREAI,FLOHTD
HARDFD-7,FLOHTD
LANAFF-2,DAVTAA-21
PAPTLO-6,DAVTAA-21
MKACAA-2,DAVTAA-21
MKAEAO,DAVTAA-21
LOTPTQ,DAVTAA-21
RYACAA-2,DAVTAA-21
TANTAT-8,DAVTAA-21
NARATI-2,DAVTAA-21
KRABTA,DAVTAA-21
DOWADA-3,DAVTAA-21
MKAEAO-2,DAVTAA-21
GIAWEC,DAVTAA-21
SOAEID,SHUSLI
LAVTLC,SHUSLI
SOALWW,SHUSLI
SWEOWA,SHUSLI
VANAVS-3,SHUSLI
LIUWSA,SHUSLI
ARNSLI-2,SHUSLI
ROEMTI,SHUSLI
LAVVSL,SHUSLI
JOHIDI-4,SHUSLI
PALMRT-2,PALATM-3
SCHTNF-8,PALATM-3
CAVLMA,PALATM-3
PALDED-2,PALATM-3
BRAMRT-3,PALATM-3
MACGMR-5,PALATM-3
CAVGEA,PALATM-3
SIMMRT-2,PALATM-3
BREGEA-5,PALATM-3
HERTUO-14,ALEDMO
BLIMIE,ALEDMO
MAINVT,ALEDMO
MAIANL-2,ALEDMO
ACKCBI-2,ALEDMO
JOHTLO-29,ALEDMO
FUMARD,ALEDMO
CUYRCC,ALEDMO
DEBREL-2,ALEDMO
MARWSS,ALEDMO
TERMOT-3,FANKH
STETLO-44,FANKH
DEMYIG,FANKH
BOESTI,FANKH
QUATAB,FANKH
FARKAN,FANKH
IAQOOA,FANKH
GRDIAK,FANKH
HEETPO-2,FANKH
LWEKAC,FANKH
CZAKRE,FANKH
DEVHE,FANKH
PARKAE,FANKH
LINMBD,FANKH
GIUIKB,FANKH
DUNEIK,FANKH
CABIEA,FANKH
GONKHA,FANKH
SALCON,FANKH
FRIIJF,FANKH
LALRAC,FANKH
TONEKI,FANKH
KRERIL,FANKH
RODMOH,FANKH
GRDIAK-2,FANKH
CARKUA-2,FANKH
ANDIOC,FANKH
FERAMK-2,FANKH
SUNSMS,FANKH
HAYINA-4,FANKH
MOLWMW,FANKH
ESPTLO-2,FANKH
LINABT,FANKH
TORWCA-5,FANKH
RODKAT,FANKH
WELDRA-2,FANKH
CLAECO,FANKH
SUTSAA-2,HEEVOA
SPUOHA-2,HEEVOA
HEEHOM,HEEVOA
MIKCAA-2,HEEVOA
VIOSTT,HEEVOA
HEEHUI,HEEVOA
LIAMOI,HEEVOA
GROTCA-5,HEEVOA
PEZAWD,HEEVOA
GRAEIT-4,HEEVOA
CARNSB,HEEVOA
TERAWO,HEEVOA
TRYAIE,HEEVOA
DEAMAA-2,HEEVOA
BERFMD-3,HAMAHS
MORMMD-2,HAMAHS
ALVEVA,HAMAHS
EPSEUO,HAMAHS
EPSMFM,HAMAHS
MOOPMD,HAMAHS
AMOMDI,HAMAHS
MORNMC-2,HAMAHS
BUCMSA-2,HAMAHS
FOXCDI,HAMAHS
ULRTVO-2,HAMAHS
MILMDA-8,HAMAHS
AMOMDC,HAMAHS
THOSEM,HAMAHS
SCHTMP-8,HAMAHS
MORSOM-8,HAMAHS
PROMDE,HAMAHS
PROMDA,HAMAHS
SILMDI-2,HAMAHS
EPSEOA,HAMAHS
MILEAS-5,HAMAHS
MORPDM-5,HAMAHS
CAMMDA-3,HAMAHS
SABEEC,HAMAHS
TANMDI,HAMAHS
ULRTMD,HAMAHS
MCAGNA,HAMAHS
BRNTST-2,HAMAHS
MOLTEI-6,HAMAHS
GONLEO,HAMAHS
STONPI,HAMAHS
GLAHCW,HAMAHS
BOUTEO-23,HAMAHS
HANQSP,PARPOB
TANDEV,PARPOB
YEOPPP-2,PARPOB
BOUIOE-2,PARPOB
LAWEAI-2,PARPOB
NGUFIR,PARPOB
FURDER,PARPOB
FREACA-10,BEHANA-2
BEHNMA-2,BEHANA-2
CHAACD-7,BEHANA-2
STEICA-7,BEHANA-2
VERWDA-3,BEHANA-2
PROMAC-2,BEHANA-2
SULMJI,BEHANA-2
STEAVA-5,BEHANA-2
POPHGA,BEHANA-2
VLIMZW,BEHANA-2
STEOTC-11,BEHANA-2
IVATEO-4,BEHANA-2
KOCDMO,BEHANA-2
HUSCAB,BEHANA-2
BERCAA-20,BEHANA-2
STEAVA-6,BEHANA-2
KHNMJL,BEHANA-2
STEAVA-8,BEHANA-2
SETAWT,BEHANA-2
GONTRA-4,FALIMW
GAUWII,FALIMW
FLAOKI,FALIMW
WILEQA-3,FALIMW
VOLAZE,FALIMW
CARDAI-9,FALIMW
THONOI,FALIMW
SIETPO-11,FALIMW
MATFRT,FALIMW
ROSSEA-9,FALIMW
BEDIBK,FALIMW
TEAWAE,FALIMW
JSPDYH,FALIMW
HAZNOI,FALIMW
FALSET,FALIMW
MCWEAE,FALIMW
WHIIAA-6,FALIMW
HAZQAA,FALIMW
MELRTT,FALIMW
WILVID-2,FALIMW
THOTAN-5,FALIMW
WILTKN-2,FALIMW
WOOWD-3,FALIMW
WILISA-11,FALIMW
FACAGM,COLBRA-6
VANAUE,COLBRA-6
LITUBF,COLBRA-6
MANCRS,COLBRA-6
VALTAT-6,COLBRA-6
COLWPE,COLBRA-6
CRUCOP,COLBRA-6
THOWBR-2,COLBRA-6
VEILMA,COLBRA-6
PIEMCP,COLBRA-6
POTSUA,COLBRA-6
BURBPP,COLBRA-6
BENAFE-4,COLBRA-6
HARBNA-5,COLBRA-6
WILEII-15,COLBRA-6
LHRCEP,COLBRA-6
PISAIT-2,COLBRA-6
SIMIFM-2,COLBRA-6
YANSLM,COLBRA-6
POTSBD-3,COLBRA-6
DEIDTF,COLBRA-6
FRESIN,COLBRA-6
NIEUDE,COLBRA-6
BENDSF-2,COLBRA-6
BENSRA-9,COLBRA-6
BENATO-16,COLBRA-6
LIUHTT,LHRCIC
LIUMSA-2,LHRCIC
RITESP,LHRCIC
MICCAC-5,LHRCIC
MURCAC-9,LHRCIC
HOPWON,LHRCIC
MYEIAA,STUTPA-4
DOHIDF,STUTPA-4
MURIAC-6,STUTPA-4
STUTRO-19,STUTPA-4
ASMIAN-2,STUTPA-4
ASMIAN,STUTPA-4
MURTEA-7,STUTPA-4
STUALP-2,STUTPA-4
FRETVO-10,STUTPA-4
SCHTPO-287,STUTPA-4
MIYIAA,STUTPA-4
MURIIS,STUTPA-4
FREIIS-4,STUTPA-4
GONGRT,STUTPA-4
SARPTE,STUTPA-4
SCHANO-44,STUTPA-4
SCHEUO-2,STUTPA-4
FEHDBL,STUTPA-4
STUALP,STUTPA-4
SCHANO-47,STUTPA-4
MUKWHI,BOUDP-6
BOUWWS,BOUDP-6
DORGIS,BOUDP-6
RESSVA,BOUDP-6
BLAPAA-16,BOUDP-6
SARACS-6,BOUDP-6
BOUWWS-3,BOUDP-6
MOREPF-3,BOGKIB
BOUDDI-2,BOGKIB
BARGDA,BOGKIB
CUTFMR,BOGKIB
BOGADO-3,BOGKIB
MORTEA-19,BOGKIB
KORAEA-4,BOGKIB
HEEAC,BOGKIB
LAIRIN,BOGKIB
PICKAF-2,BOGKIB
GORPCE,CARTEO-58
DOUTRF,CARTEO-58
PRIECA-3,CARTEO-58
CARVOE-12,CARTEO-58
CARVOC-11,CARTEO-58
ADAVEE,CARTEO-58
VONOBD,CARTEO-58
CARIAE-6,CARTEO-58
HEETIC-4,CARTEO-58
NAEIAS-2,CARTEO-58
GAUWIE,CARTEO-58
GOOALW,CARTEO-58
VARCSN,CARTEO-58
PRIEKA,CARTEO-58
SILTCF-4,LUDDCS
NIEPEB,LUDDCS
WILETO,LUDDCS
RENEPO-2,LUDDCS
LUDEWO,LUDDCS
LUDPOE,LUDDCS
LUDPOE-2,LUDDCS
FUREEA,LUDDCS
KNIOTA,LUNSRV
FERBAI,LUNSRV
MARCSI-6,LUNSRV
LUNEMD,LUNSRV
KRGAVA,LUNSRV
NAITRP,LUNSRV
LUNANS-2,LUNSRV
DEMSPC,LUNSRV
MENOAN-2,CALQI
RIERQM-2,CALQI
BARLGH,CALQI
OLDUQI,CALQI
ARRTAP,CALQI
DELPRA-8,CALQI
GLIMII,CALQI
CALMII,CALQI
RICDIQ,CALQI
LETCNA,CALQI
TORDMI,CALQI
SCHQMI-2,CALQI
MICPMS,CALQI
VASTMO-6,CALQI
MARNMA-7,CALQI
LAMQMA,CALQI
HIRTSA-2,CALQI
TORQM,CALQI
CALQMI-3,CALQI
MAREQI,CALQI
QUEOTS-2,QUEFCE
BELYCT,QUEFCE
KHLCEF,QUEFCE
SMYPAP,QUEFCE
KOCTAE-2,QUEFCE
QUETDD,QUEFCE
QUEROL,QUEFCE
WIETBA-2,QUEFCE
FORNOA-3,QUEFCE
LALAMD,QUEFCE
VANDFV-6,QUEFCE
RATCEC-2,QUEFCE
PARMEA-5,BOKDMR
BOBHDD,BOKDMR
ELDIEI,BOKDMR
WATUPA-3,BOKDMR
PENPPR,BOKDMR
STEHDG-9,BOKDMR
BOCAWI,BOKDMR
HARTER-10,BOKDMR
BOKTTT,BOKDMR
ZANEAN,BOKDMR
TRAHTT,BOKDMR
ANTWIA-4,BOKDMR
BOCBVP,BOKDMR
LEHSDI,BOKDMR
CASNMI,BOKDMR
DETCST-2,BOKDMR
MUSTPR-2,BOKDMR
ASHTDO-14,DELEIA-2
WALPEI-4,DELEIA-2
HOGAAC,DELEIA-2
ASHEPA-2,DELEIA-2
CTACAT,DELEIA-2
WALPEI-5,DELEIA-2
STATPO-88,SHIRCT
SHIHOC,SHIRCT
STAGUF-2,SHIRCT
DENSCT-2,SHIRCT
SHICEC,SHIRCT
DENAPT,SHIRCT
MITRAA-3,SHIRCT
DENATS-2,SHIRCT
PEENIS,SHIRCT
YANCNA,YLDEIN
MOHTRP,YLDEIN
FITTAE-2,YLDEIN
EWUHDH-2,YLDEIN
DESSMD-2,YLDEIN
RAFPAN-2,YLDEIN
WILEQA-3,WILTKN-2
THONOI,WILTKN-2
GASIIA-2,WILTKN-2
ROSSEA-9,WILTKN-2
HAZNOI,WILTKN-2
PETTAG-5,WILTKN-2
FALSET,WILTKN-2
VANHAT-19,WILTKN-2
WHIIAA-6,WILTKN-2
WILVID-2,WILTKN-2
GASTIN,WILTKN-2
WILISA-11,WILTKN-2
WILAIA-18,WILTKN-2
ZHUPPA-2,AKDTEO
SUNCRP,AKDTEO
CHEHEL-2,AKDTEO
ABDMEL,AKDTEO
HASNAW,AKDTEO
HALMEL,AKDTEO
RICOJA,AKDTEO
METHEL,AKDTEO
CIAHBA,AKDTEO
CHEELA-3,AKDTEO
FENJTR,AKDTEO
MENELA,AKDTEO
HALTPO-88,AKDTEO
SREEIB,AKDTEO
KOCELA,AKDTEO
NEWECI-2,AKDTEO
DEMTMI-2,AKDTEO
WANPOO-2,AKDTEO
PINCTM,AKDTEO
TSAEML,AKDTEO
MOSETB,AKDTEO
LIPTEO-5,AKDTEO
CLALPA-9,AKDTEO
DEVTNT-3,AKDTEO
ZULATR,AKDTEO
WANWAF-2,AKDTEO
NAEELA,AKDTEO
MUMTWO,AKDTEO
OTAAMM,AKDTEO
MCITWO-3,AKDTEO
TUDEL,AKDTEO
XUELB,AKDTEO
GAMEBI,AKDTEO
BENELA-5,AKDTEO
ZHAELA,AKDTEO
QUABCO,AKDTEO
RICJAL,AKDTEO
CHUSLA-3,AKDTEO
JANIOE-6,AKDTEO
TABTEO-2,AKDTEO
CHECEL-4,AKDTEO
XIELA,AKDTEO
WANCOS-5,AKDTEO
TETIFW,AKDTEO
ITAATP,AKDTEO
GAOMDO,AKDTEO
BLAEGO,RYAAIE
BANTEI,RYAAIE
THOTCF-8,RYAAIE
MUEAHO,RYAAIE
MARTEO-127,RYAAIE
WAEWAE,RYAAIE
BLIAIE,RYAAIE
STAORT-3,RYAAIE
RYATSA-4,RYAAIE
STIAPF-2,RYAAIE
ANACAC,RYAAIE
ARBATE-4,RYAAIE
RYAAAE-2,RYAAIE
FAROTC-3,RYAAIE
ARICGA,EISDWB
FENJTR,EISDWB
HALTPO-88,EISDWB
KOCELA,EISDWB
KUJTAD,EISDWB
WANLEL-2,EISDWB
YUACVE,EISDWB
CORSSD-3,EISDWB
BERDTN,EISDWB
CHARDM-4,EISDWB
VANPEL-2,EISDWB
MOZAMT,EISDWB
DEVTNT-3,EISDWB
KECWDF,EISDWB
VANPOB-3,EISDWB
BENELA-5,EISDWB
ZHASTA-2,EISDWB
HILFOE-2,EISDWB
ISEFEA,EISDWB
VERLBE-2,EISDWB
VANVOT-7,EISDWB
ROYECI,EISDWB
NEWMDA-3,FIDNMD
KEMDMO,FIDNMD
CLAPHN,FIDNMD
FIDFDN,FIDNMD
KIMLIO-2,FIDNMD
COPSIN,FIDNMD
ZAPCAT,FIDNMD
STEARI-5,TANCTS-4
DEBWPD,TANCTS-4
WANPID,TANCTS-4
HOYETP,TANCTS-4
MCFTVO,TANCTS-4
BARMCI-6,TANCTS-4
THOJOP,KARRWH
HOFANH,KARRWH
DORBCT,KARRWH
THOWBR-2,KARRWH
DAOTCP,KARRWH
THOTAT-17,KARRWH
DOROIO,KARRWH
THOTAT-24,KARRWH
BORIDO-5,KARRWH
SILGPA-3,GASPCA
LEIPAG,GASPCA
MASTIC-2,GASPCA
LEIGII,GASPCA
FASOTT,GASPCA
VAIAPA,GASPCA
SHACCA-9,GASPCA
MILTUW-4,GASPCA
GASAMA-2,GASPCA
BARIAL-5,SEAP
HEYMOB-3,SEAP
CHAAWA-4,SEAP
GASPCA,SEAP
LIPPA-4,SEAP
CHAIAT-11,SEAP
DUTPPA,SEAP
ZWIMAL,SEAP
BRNP,SEAP
COONPA-2,SEAP
GAOAQT,SEAP
KINPCA,SEAP
KADPOF,SEAP
KADMPF,SEAP
YATECY,SEAP
REIIIP-2,SEAP
OWEALM,SEAP
SILGPA-3,SEAP
ZHATNO-4,SEAP
ARVPAA,SEAP
ZHAHTC,SEAP
BENAFE-4,SEAP
SMIWBA-3,SEAP
MERPQA,SEAP
MAUPCA-2,SEAP
AUTEH,SEAP
PAGATT,SEAP
DAMFOA,SEAP
PYLAQC,SEAP
ATMTPC,SEAP
STOPAN-3,SEAP
WILQMM,SEAP
GRAIMP-2,SEAP
KHUGCA-2,SEAP
THECIB,SEAP
NARWD,SEAP
SEAABH,SEAP
SHAEBA-3,SEAP
FYFAPI,SEAP
FEIPCA,SEAP
SIDWMT,SEAP
CHACTR-2,SEAP
ADA_CP-5,SEAP
LIPAE-2,SEAP
ZHAML,SEAP
MERPAA-4,SEAP
MARASV-4,SEAP
PAOEPA,SEAP
SCHASA-24,SEAP
CHAABR,SEAP
KITWNT-2,SEAP
BLAITP-2,SEAP
POCDIP,SEAP
HOPSDT,SYMEIA
GROMLI-4,SYMEIA
MILAPA-8,SYMEIA
SLAFDO,SYMEIA
ALVAAA-5,SYMEIA
HULDDL,SYMEIA
FAIDYD,SYMEIA
DEPCAI,SYMEIA
LYRMMT,SYMEIA
POZAOR,SYMEIA
POZTII,SYMEIA
FERDSA-4,SYMEIA
MELTSO-18,ENODLE
ROSTPO-111,ENODLE
MELTVO-4,ENODLE
ROSCPF,ENODLE
MORKIE,ENODLE
ROSTFO-29,ENODLE
PODWCE,QUECEA
KAZLIU,QUECEA
KHLCEF,QUECEA
FRAETA-5,QUECEA
PATCEF-5,QUECEA
SHICEC,QUECEA
QUEDGA,QUECEA
CUYRCC,QUECEA
SCHFTC-11,QUECEA
ISACEA,QUECEA
KITEPV,QUECEA
PODCCE,QUECEA
HOPSDT,QUECEA
SANICR,QUECEA
KOSMCA-2,QUECEA
LUDFNT-2,QUECEA
VELICE,QUECEA
SCHEI-21,SMAEDT
PEDEKO,SMAEDT
GILHNS,SMAEDT
RYASEW,SMAEDT
HEEAVE,SMAEDT
SMAECA-2,SMAEDT
SMATCE-2,SMAEDT
JONTPO-57,SMAEDT
TURARA-2,SMAEDT
SCHPVD-3,SMAEDT
SMASMI,SMAEDT
BAKECA-5,SMAEDT
COEHTD-2,COESWT
OWENVA,COESWT
MLLIIT,COESWT
SWECTD,COESWT
MAMSCL,COESWT
SOLSHL,COESWT
PETAGA-2,PETAPB
UWEAPB,PETAPB
MAIAIA-4,PETAPB
BYRDAE,PETAPB
SONDIT,PETAPB
FRAAPB-2,PETAPB
NOTCEF-2,GISOBR
COROGI-3,GISOBR
SORAMI,GISOBR
LINSAC-2,GISOBR
SORCIA-2,GISOBR
SORMEA-4,GISOBR
DONTMR,GISOBR
BARCIC-8,GISOBR
SWAYPA-2,SOOSSE
CLAAAE-6,SOOSSE
BIAHCC-2,SOOSSE
OHCRI,SOOSSE
MATAIR-3,SOOSSE
DEBCAC-3,SOOSSE
PRICAC-4,SOOSSE
KARSKR,SOOSSE
KEYAKO,SOOSSE
VEILMA,CIATFP
BRUTEN,CIATFP
MAIMEA,CIATFP
NIKWMI,CIATFP
KIVAEP,CIATFP
KRAUBA-2,CIATFP
CIAIOI,CIATFP
MCPTAA-3,CIATFP
CIAWNA,CIATFP
SCATSA-3,CIATFP
GOMMLA,CIATFP
MORMEM-5,ROBAAG-3
LINMAI-4,ROBAAG-3
ROBAII-4,ROBAAG-3
CURAAS-4,ROBAAG-3
HLTIAG,ROBAAG-3
ALSOTN,ROBAAG-3
JILLMP,CHRTLF-2
HUNPPA-5,CHRTLF-2
HUNHDL,CHRTLF-2
HASGTN,CHRTLF-2
FIEHDL,CHRTLF-2
GONIOP-2,CHRTLF-2
PLECAC,CHRTLF-2
ADGLEA,CHRTLF-2
CHASTT-7,CHRTLF-2
SATCIO-3,CHRTLF-2
POLUWC,CHRTLF-2
HUYIGO,CHRTLF-2
DUPAAL,CHRTLF-2
LANIWY,MUNAWF
LANOTA-8,MUNAWF
FERTCO-29,MUNAWF
MORTSM-4,MUNAWF
FERIOB-3,MUNAWF
KNOIII-2,MUNAWF
POPCC-3,MUNAWF
WALNRA,GILDTD-2
ZUKDAA-2,GILDTD-2
GILAIT-12,GILDTD-2
INEDBS,GILDTD-2
SMIAOP-4,GILDTD-2
GLIWIA-3,GILDTD-2
HIGSEB,GILDTD-2
IFTEAR,GILDTD-2
DINWSA-2,GILDTD-2
ZUKRVO,GILDTD-2
LEUMMA,GILDTD-2
MLLCAP-5,GILDTD-2
PAZIMP,GILDTD-2
LEULMP,GILDTD-2
SAWMTE,GILDTD-2
ZAWPTO,GILDTD-2
MUOPDB,GILDTD-2
LEWAAT-9,GILDTD-2
RAMPOT-6,GILDTD-2
PUGCTN,GILDTD-2
GAINOT,GILDTD-2
MERTPH,GILDTD-2
SCHMTD-5,GILDTD-2
THOCIP-3,GILDTD-2
ZUKDAA,GILDTD-2
ZUKAQO,GILDTD-2
WEXTNA,GILDTD-2
GILEII-3,GILDTD-2
BLUSAU-3,GILDTD-2
KOSOAI-2,GILDTD-2
THOCIP,GILDTD-2
EMOWBA,GILDTD-2
GILMTC,GILDTD-2
GILCBD,GILDTD-2
AGGEIO,GILDTD-2
RACDWN,GILDTD-2
GILITF-2,GILDTD-2
KUBPAT-3,GILDTD-2
THOCIP-2,GILDTD-2
KUBPAT-2,GILDTD-2
KUBPAT,GILDTD-2
DEMBIM,GILDTD-2
ERLDOD,GILDTD-2
PUGEND,GILDTD-2
BLUINJ,GILDTD-2
IFTEAR-2,GILDTD-2
ALLDCI-2,GILDTD-2
GOEWTP,GILDTD-2
ROSNIT,GILDTD-2
GILDTD-3,GILDTD-2
SNOOTS,GILDTD-2
BLUSAU,GILDTD-2
EAREPB-3,GILDTD-2
WEIWDN-2,GILDTD-2
HOYUNA,GILDTD-2
DINWSA,GILDTD-2
WAJIRA,GILDTD-2
MUORPO,GILDTD-2
KATHBO,GILDTD-2
DESDAC-3,GILDTD-2
CABCAO,GILDTD-2
BLUWWT-2,GILDTD-2
BLURDS,GILDTD-2
CULTIO-3,CALATM-3
FLOEOA-2,CALATM-3
BLAWJG-2,CALATM-3
COXIAT-3,CALATM-3
RAMILC,CALATM-3
THILED,CALATM-3
KHAAIT-3,CALATM-3
CHUBTT,CALATM-3
CROCTA-5,CALATM-3
MIHTAB,CALATM-3
FREAMA-3,CALATM-3
TAUEAI,CALATM-3
LOZERM,CALATM-3
WAGPIP-3,BLUWWT-2
ZUKRVO,BLUWWT-2
ZAWDOT,BLUWWT-2
LEULMP,BLUWWT-2
PUGCTN,BLUWWT-2
GILEII-3,BLUWWT-2
BLUSAU-3,BLUWWT-2
HAECNA,BLUWWT-2
ROSNIT,BLUWWT-2
GILDTD-3,BLUWWT-2
BLUSAU,BLUWWT-2
OSBAPN,BLUWWT-2
CABCAO,BLUWWT-2
DESAIA,SMIRIT-7
GHAWMW,SMIRIT-7
SMIEHA,SMIRIT-7
PARMWA,SMIRIT-7
UGARRW,SMIRIT-7
NYHMIL,SMIRIT-7
BANTEI,SMIRIT-7
JONTPO-57,SMIRIT-7
SCRTAG,SMIRIT-7
FURTFO-9,SMIRIT-7
DANAWA,SMIRIT-7
NYHCAR,SMIRIT-7
SPEAAW,SMIRIT-7
LYSEAT-2,SMIRIT-7
SORCCA-4,SMIRIT-7
SMIHCL,SMIRIT-7
LEYCEA,SMIRIT-7
DOBSRF,SMIRIT-7
TURRMW-2,SMIRIT-7
MARPDP-13,SMIRIT-7
BRAUOS-5,HARSCE-2
TODAMC,HARSCE-2
MARTCF,HARSCE-2
MCICEI,HARSCE-2
MUMEEE,HARSCE-2
MACETE-2,HARSCE-2
JOHTEO-25,HARSCE-2
BAGMMA-2,HARSCE-2
PANTAA-2,PHIACA-5
DIEEPS,PHIACA-5
YEOREC,PHIACA-5
PIZAML,PHIACA-5
SATHDR,PHIACA-5
KALITP-2,PHIACA-5
LIMPAR-2,PHIACA-5
TANDAO,PHIACA-5
BARNRV,PHIACA-5
CAIAPS,PHIACA-5
FRARAC-5,PHIACA-5
DIESPO,PHIACA-5
BARAAS-15,PHIACA-5
LOSTNO-2,LOSPGT
GIANPF-2,LOSPGT
KELTLO-22,LOSPGT
LOSCIA-2,LOSPGT
AITNAV,LOSPGT
SCIGAB,LOSPGT
TAYTIO-10,LOSPGT
AUDWTI,LOSPGT
CLATGA-9,LOSPGT
CLATGA-10,LOSPGT
TAYPMA-7,LOSPGT
WAROAC,LOSPGT
LANM-12,LOSPGT
PETAGA-2,PETSCA-5
PETTPD-7,PETSCA-5
PETHGA-4,PETSCA-5
PETGBI-2,PETSCA-5
UWEAPB,PETSCA-5
PETHMD,PETSCA-5
MARWSS,PETSCA-5
DELWIP-6,HANUP
MCSWML,HANUP
MCSUIS,HANUP
TAYRAP-5,HANUP
MCSMAE,HANUP
TAREAA-3,HANUP
BUZTJN,HANUP
DERTMR,DERTLC-2
DERANO-6,DERTLC-2
DERTLC-4,DERTLC-2
ALBTOP-3,DERTLC-2
DERTLC-3,DERTLC-2
DERACP,DERTLC-2
DERATT,DERTLC-2
DERUQM,DERTLC-2
DERRQE,DERTLC-2
DERAPI-3,DERTLC-2
KRUSAA-2,BIESAA-3
ASMTSS,BIESAA-3
HISMCM,BIESAA-3
PELNOC,BIESAA-3
EMITSP,BIESAA-3
BIEEIR,BIESAA-3
SLOTAA,BIESAA-3
BROTWS-4,BIESAA-3
BERTSF-5,BIESAA-3
BRESRO-3,BIESAA-3
KIMGII,BIESAA-3
JAGKWI,JAGKHT
PELOGE,JAGKHT
BENPR-2,JAGKHT
MALTEO-29,JAGKHT
KNOIII-2,JAGKHT
WIRNAT,JAGKHT
WIRMEM,JAGKHT
